video_name,fvd_score
Best_Of_Skype_Laughter_Chain_laugh_h_nm_np3_fr_med_24,392.1227718193139
boom-snap-clap_clap_u_nm_np1_fr_med_0,237.3015408510612
Chest_workout-_hip_pushups_pushup_u_nm_np1_fr_med_3,375.6648613695905
Sit_ups_and_crunch_situp_f_nm_np1_le_goo_2,163.17907993948594
Lori_Does_Desktop_Pushups_pushup_f_nm_np1_le_goo_2,340.6526718882627
Tiger_Abs_-_Triple_Sit_Ups_situp_f_nm_np1_le_goo_0,252.60863538883518
SoundAndTheStory_turn_f_nm_np1_le_med_2,181.86814312725602
DBK_Custom_Swords_-__Swordless__ScabbardBelt_draw_sword_u_nm_np1_fr_med_0,202.50101462718484
20060723sfjffjewcy_walk_f_nm_np1_fr_med_1,255.15264577045363
Drink_#18_-_Apple_martini_pour_u_nm_np1_fr_goo_2,271.5120695838138
zigarette_rauchen_smoke_h_nm_np1_fr_med_2,171.50534821473275
PlayingBasketballGotWater_shoot_ball_f_nm_np1_ba_med_8,218.79160882651078
blondeandbubbles_chew_h_nm_np1_fr_goo_0,226.80862652822807
Intermidate_to_advanced_abs_situp_f_nm_np1_fr_med_0,303.3521749937099
SMILES_FROM_OFF_THE_ROAD_3_-TRAVELS_WITH_A_HAT_smile_h_nm_np1_fr_goo_3,304.5044700150796
5_Min_Tone_Abs_Workout_2__Fitness_Training_w__Tammy_situp_f_nm_np1_fr_goo_3,162.0827828981133
hittingofftee2_swing_baseball_f_nm_np1_fr_med_2,290.09094375814755
19th_Century_Cavalry_Sabre_Draw_draw_sword_u_nm_np1_fr_bad_1,116.9763355865843
Evian_Masters_Junior_Cup_Highlights_2009_golf_f_nm_np1_ba_goo_2,248.7467912554602
push_ups_pushup_f_nm_np1_ri_goo_0,278.8421076638743
BaseballSwingAnalysis_swing_baseball_f_nm_np1_fr_med_12,138.58454749608714
ReggieMillerTakesonThreeAverageGuysinaShootout_shoot_ball_u_nm_np1_ba_med_5,180.29829186498296
ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_0,226.97138763239747
chewing_gum_1_chew_h_nm_np1_fr_goo_2,260.4353132145386
Compilationknifethrowing_throw_u_nm_np1_ba_med_16,252.80153522530935
Proper_Way_to_Do_Pull_Ups_pullup_u_nm_np1_ri_goo_4,375.6482536654143
KnifeThrowing_throw_f_nm_np1_le_med_1,205.31427787676967
Chest_workout-_hip_pushups_pushup_u_nm_np1_ri_med_2,341.8348839570923
Cuba_Libre_-_Just_do_it_with_Drinkadrink_com_pour_u_nm_np1_fr_goo_0,314.85900373567364
Ukigumo_Kata_from_Hasegawa_Eishin_Ryu_draw_sword_f_nm_np1_fr_med_2,125.02370425074758
DefensivePistolShootingTechniques_shoot_gun_f_nm_np1_fr_med_0,179.06722176924006
SMILES_FROM_OFF_THE_ROAD_3_-TRAVELS_WITH_A_HAT_smile_h_nm_np1_fr_bad_2,252.4340770078528
SoundAndTheStory_turn_u_nm_np1_ba_med_1,345.96004573435806
LearnToShootFromTheMaster_shoot_ball_f_nm_np1_ba_med_1,150.96219658365192
hittingofftee2_swing_baseball_f_nm_np1_fr_med_10,257.41714729765823
How_To_Pour_Ice_Tea_pour_u_nm_np1_fr_med_1,433.11908226486383
100_Second_Handstand_handstand_f_nm_np1_ba_bad_0,229.7172334361583
SE7EN_SMILES_x3_smile_h_nm_np1_fr_med_4,238.1234788284858
How_to_do_a_Cartwheel_cartwheel_f_nm_np1_ri_med_0,320.6183412009146
Tiger_Abs_-_Triple_Sit_Ups_situp_f_nm_np1_le_goo_2,292.2325622157373
Ninja_Warrior_Ultimate_Six_Pack_Abs_Sit_up_Training_situp_f_nm_np1_ri_med_2,399.9981894325317
SMILES_FROM_OFF_THE_ROAD_3_-TRAVELS_WITH_A_HAT_smile_h_nm_np1_fr_goo_0,180.95966597667245
Boom_Snap_Clap_clap_u_nm_np1_fr_med_1,323.9725840073297
hittingofftee2_swing_baseball_f_nm_np1_fr_med_4,252.2266336953515
Compilationknifethrowing_throw_u_nm_np1_ba_med_12,265.3531970232104
DBK_Custom_Swords_-__Swordless__ScabbardBelt_draw_sword_u_nm_np1_fr_med_1,221.91294753875883
How_to_get_a_six_pack_in_3minutes_EXPLOSIVE_RESULTS_IN_YOUR_4_WEEKS_situp_f_nm_np1_ri_med_2,247.45439454122632
MattBolden(hittinginslowmotion)_swing_baseball_f_nm_np1_fr_bad_0,267.23972046459056
Na_Yeon_Choi_practice_1_golf_f_nm_np1_ri_goo_2,412.31676708323664
lol_im_so_weird___BLOWIN_BUBBLE_GUM__oops_i_burped_at_the_end_my_bad_lol_chew_h_nm_np1_fr_med_2,168.07149932710155
Compilationknifethrowing_throw_u_nm_np1_ba_med_10,256.6027092096795
likebeckam_walk_f_nm_np1_ba_med_32,194.4486973739261
Shootingarecurve_shoot_bow_u_nm_np1_fr_med_3,297.00544429142855
Ukigumo_Kata_from_Hasegawa_Eishin_Ryu_draw_sword_f_nm_np1_le_med_3,174.06549015337308
ReggieMillerTakesonThreeAverageGuysinaShootout_shoot_ball_u_nm_np1_ba_med_6,142.56506251783128
100_pullups_pullup_f_nm_np1_fr_med_1,279.2513369879714
ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_3,229.7285183704377
hittingofftee2_swing_baseball_f_nm_np1_fr_med_6,267.9350787530367
Proper_Way_to_Do_Pull_Ups_pullup_f_nm_np1_ri_goo_0,328.6960850467104
3PointJumpShotPractice-09_21_07_shoot_ball_f_nm_np1_ri_med_1,205.96205529828507
50_FIRST_DATES_sit_f_nm_np1_le_med_4,365.454446620721
likebeckam_walk_f_nm_np1_fr_med_36,295.0704663331965
How_to_Build_a_Cocktail_pour_u_nm_np1_fr_med_1,292.5898829533104
6arrowswithin30seconds_shoot_bow_f_nm_np1_fr_med_2,265.7103834468259
SchoolRulesHowTheyHelpUs_throw_f_nm_np1_ba_med_3,439.189211170698
YouTube_smiles!_smile_h_nm_np1_fr_goo_29,449.23001124629906
20_good_form_pullups_pullup_f_nm_np1_ri_goo_1,371.63238863088145
kettlebell_training_for_pack_ABS_-_workout_situp_f_nm_np1_le_goo_1,208.63397721953038
Fun_Chewing_Gum!_chew_h_nm_np1_fr_med_1,467.7716551767958
Personal_Training_Workout_Tips_situp_f_nm_np1_le_goo_0,189.43399209955908
How_to_do_a_Cartwheel_cartwheel_f_nm_np1_le_med_2,316.90310087101705
Panic_in_the_Streets_sit_f_nm_np1_le_med_7,496.11599216392585
35_pull_ups_pullup_f_nm_np1_fr_goo_2,253.43525539754174
Yoga_teachers_practice_handstand_and_backbend_variations_handstand_f_nm_np1_ri_med_1,137.97524175442044
Clay_sBasketballSkillz_shoot_ball_f_nm_np1_ba_med_5,279.25820565398607
ReggieMillerTakesonThreeAverageGuysinaShootout_shoot_ball_u_nm_np1_ba_med_7,176.51147996313165
pull_ups_pullup_u_nm_np1_ba_med_0,445.5608866774153
Evian_Masters_Junior_Cup_Highlights_2009_golf_f_nm_np1_ba_goo_0,246.55178126791236
Clay_sBasketballSkillz_pick_f_nm_np1_ri_med_8,310.6269321127094
Best_Of_Skype_Laughter_Chain_laugh_h_nm_np1_fr_med_11,331.0616330391149
SocialSeminarBunny_drink_h_nm_np1_le_med_0,310.7265542605859
Takeda_Ryu_Iaido_draw_sword_f_nm_np1_ri_med_4,322.50861966810544
AgriculturalAviation_walk_f_nm_np1_le_med_1,378.76458179344775
3PointJumpShotPractice-09_21_07_shoot_ball_f_nm_np1_ri_med_0,221.9335396985636
Gum_Chewing_Girl_chew_h_nm_np1_fr_med_1,175.92353668486658
Weird_Laugh_laugh_h_nm_np1_fr_goo_0,182.5493844714614
Raito_Kata_from_Shindo_Munen_Ryu_Instructional_Video_draw_sword_f_nm_np1_fr_med_0,208.80445560787956
Me_chewing_hubba_bubba_bubble_gum_chew_h_nm_np1_fr_bad_0,211.9861763080752
Mark_Pfeltz_Sets_World_Record_For_sit_ups_situp_f_nm_np1_fr_bad_3,170.7374610730622
TiffanywithSpringfieldArmoryXD9_shoot_gun_u_nm_np1_ri_med_0,360.1162497648235
MeShootin2_shoot_gun_u_nm_np1_ri_med_2,196.14334091396495
Iaido_13_katas_draw_sword_f_nm_np1_le_med_5,205.89937508051366
How_to_smoke_smoke_h_nm_np1_fr_goo_0,246.87191327417878
SafeInPort_pick_f_nm_np1_fr_med_1,159.38978541459363
Panic_in_the_Streets_walk_u_nm_np1_fr_med_4,600.8622435588695
golf_golf_f_nm_np1_ri_goo_0,567.214154201143
Gum_Chewing_Girl_chew_h_nm_np1_fr_med_0,118.19575225612428
Push_Up_Workout_--_Do_100_Total_Pushups_In_A_Row_pushup_f_nm_np1_le_med_2,275.7515419102157
ReggieMillerTakesonThreeAverageGuysinaShootout_shoot_ball_u_nm_np1_ba_med_17,173.91544166853276
ReggieMillerTakesonThreeAverageGuysinaShootout_shoot_ball_u_nm_np1_ba_med_4,181.7829552215487
After_work_smoke_in_the_garage_smoke_h_nm_np1_fr_bad_0,264.2475640203891
KnifeThrowing_throw_f_nm_np1_le_med_2,214.08636915343655
50_FIRST_DATES_run_f_nm_np1_ba_med_20,301.73957790303245
Takeda_Ryu_Iaido_sword_f_nm_np2_le_med_0,374.85114774036833
10_Pull_Ups_pullup_f_nm_np1_fr_goo_2,233.34189210339537
that70_sshowslowclap_clap_u_nm_np1_fr_med_0,479.1277655412945
Incline_Dumbell_Situps_45lbs_2ndxpr_25x_situp_f_nm_np1_ri_med_2,423.5015959561413
Chest_workout-_hip_pushups_pushup_u_nm_np1_fr_med_4,338.3104235138806
Takeda_Ryu_Iaido_draw_sword_f_nm_np1_fr_med_2,395.4932026746434
100_push_ups_pushup_f_nm_np1_ri_med_2,246.19582407807394
20_good_form_pullups_pullup_f_nm_np1_ri_goo_0,262.2983728990206
Drink_#18_-_Apple_martini_pour_u_nm_np1_fr_goo_0,270.1830913587835
Clay_sBasketballSkillz_shoot_ball_f_nm_np1_ba_med_4,273.3817446320218
Mark_Pfeltz_Sets_World_Record_For_sit_ups_situp_f_nm_np1_ri_bad_1,153.78873554247355
SMILES_FROM_OFF_THE_ROAD_2_-TREASURING_THE_GIRLCHILD_smile_h_nm_np1_fr_med_0,531.0661977962299
100_push_ups_pushup_f_nm_np1_ri_med_1,246.4445214947913
Massive_Bubble_Gum_Bubble_chew_h_nm_np1_le_goo_1,152.16637583647923
Best_Of_Skype_Laughter_Chain_laugh_h_nm_np2_le_med_21,173.69114990556852
Iaido_video_instruction_series_Wehrhahn_Sensei_draw_sword_f_nm_np1_le_med_5,170.68023311104741
CSU_Cesar_Chavez_Day_Celebration_and_Award_Ceremony_2009_Part_7_shake_hands_f_nm_np2_le_med_1,817.8709953363204
100_push_ups_pushup_f_nm_np1_ri_med_0,233.56771753849688
BaseballPitchingtarget_BaseballPitchingCage_throw_u_nm_np1_ba_med_0,199.97194787741284
Gymnastic_handstand_handstand_f_nm_np1_le_med_2,285.8116324344012
PlayingBasketball_shoot_ball_f_nm_np1_ri_med_1,313.25703533315794
10YearOldYouthBasketballStarBaller_shoot_ball_f_nm_np1_ba_med_11,159.1574093990094
Panic_in_the_Streets_walk_u_nm_np1_fr_bad_10,596.3079851024821
Iaido_13_katas_draw_sword_f_nm_np1_fr_med_7,221.88645942333903
Iaido_13_katas_draw_sword_f_nm_np1_fr_med_9,227.29898729834747
Compilationknifethrowing_throw_u_nm_np1_ba_med_4,255.38799441878916
6arrowswithin30seconds_shoot_bow_f_nm_np1_fr_med_1,284.5779226534592
Wanda_Su_and_niece__T__blowing_bubbles_chew_u_nm_np2_fr_med_2,311.92581182757607
Abs__Situps__Crunches_situp_u_nm_np3_ri_goo_6,159.00324001706502
ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_21,223.97234831417302
Takeda_Ryu_Iaido_sword_f_nm_np1_fr_med_7,306.00213780689137
Rauchen_f_r_Anf_nger_smoke_h_nm_np1_fr_med_2,81.47738566134012
Sexy_girl_on_the_bed_teasing_chew_u_nm_np1_fr_med_0,409.71162116920266
Abs__Situps__Crunches_situp_u_nm_np3_ri_goo_5,154.5787341173862
amazingballthrowingtricks_throw_f_nm_np1_ri_med_0,245.46460381451288
PlayingBasketball_dribble_f_nm_np1_le_med_4,173.47745506183765
Compilationknifethrowing_throw_u_nm_np1_ba_med_7,250.15526928226868
3PointJumpShotPractice-09_21_07_shoot_ball_f_nm_np1_ri_med_4,231.78560861715593
Rum_Mixed_Drinks-_Part_4_-_How_to_Make_the_Cuba_Libre_Mixed_Drink_pour_u_nm_np1_fr_goo_1,329.76259257404945
ReggieMillerTakesonThreeAverageGuysinaShootout_shoot_ball_u_nm_np1_ba_med_16,154.23452723066654
Long_Handstand_-_Two_Minutes_handstand_f_nm_np1_ri_med_0,551.2008165513037
Chris_Comfort_s_Push_Up_Workout_Part_I_pushup_f_nm_np1_ri_goo_0,156.36512205365193
TanyaShooting_shoot_gun_u_nm_np1_ri_med_3,487.55272499133287
50_pull_ups_made_in_germany_pullup_f_nm_np1_le_med_1,290.6015808962924
Wanda_Su_and_niece__T__blowing_bubbles_chew_u_nm_np2_le_med_3,238.26460022826697
Best_Kisses_in_TV_Movies_1_3_kiss_h_nm_np2_le_goo_7,558.1176528882057
Learn_How_to_do_a_Handstand_handstand_f_nm_np1_ri_med_1,328.8207668184091
Mark_Pfeltz_Sets_World_Record_For_sit_ups_situp_f_nm_np1_fr_bad_2,224.01869073532418
YouTube_smiles!_smile_h_nm_np1_fr_med_32,375.54293047560617
pseudo_planche_pushups_pushup_u_nm_np1_ri_bad_2,153.68279043396495
hittingofftee2_swing_baseball_f_nm_np1_fr_med_7,329.2563136558542
Iaido_13_katas_sword_exercise_f_nm_np1_fr_bad_4,290.8237286752899
ReggieMillerTakesonThreeAverageGuysinaShootout_shoot_ball_u_nm_np1_ba_med_0,233.98012370657645
Get_six_pack_abs_in_6_minutes_on_your_couch__This_Works!_situp_f_nm_np1_ba_med_1,356.9635607976319
Waschbrettbauch_I-__bung_von_fitness_com_situp_f_nm_np1_ba_goo_1,179.9310809398836
best_laugh_attack_ever!_laugh_h_nm_np1_fr_goo_1,221.51729076614095
Best_Of_Skype_Laughter_Chain_laugh_h_nm_np2_le_med_22,181.09336332206027
PlayingBasketball_shoot_ball_f_nm_np1_ri_med_2,212.65410061951619
100_push_ups_by_a_GIRL!!!_pushup_f_nm_np1_fr_goo_1,251.63663279234498
ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_10,254.0579234750764
brushing_hair_brush_hair_f_nm_np2_ri_goo_3,134.1240172729335
MeShootin2_shoot_gun_u_nm_np1_ri_med_1,257.74162242184457
NH-__Open_Carry_Litter_Pickup_in__troubled__neighborhood_pick_f_nm_np1_le_med_0,319.9629548122974
Video_Bartending_Guide_-_Kamikaze_Shot_Recipe_-_Vodka_Shots_pour_u_nm_np1_fr_med_1,365.0757804825584
Hand_Stand_Push_Ups_handstand_f_nm_np1_ba_med_0,223.61916988088905
Iaido_13_katas_draw_sword_f_nm_np1_ba_med_2,318.8595988688651
Spirit_Pouring_pour_u_nm_np1_fr_goo_1,391.63085592068387
Bubble_Gum_Club_2_chew_h_nm_np2_fr_med_1,120.90375855715038
ReggieMillerTakesonThreeAverageGuysinaShootout_shoot_ball_u_nm_np1_ba_med_13,186.12645009358363
ReggieMillerTakesonThreeAverageGuysinaShootout_shoot_ball_u_nm_np1_ba_med_18,160.35827140945725
Compilationknifethrowing_throw_u_nm_np1_ba_med_2,361.74438285234424
Clay_sBasketballSkillz_shoot_ball_f_nm_np1_ba_med_13,299.42464852283763
FirearmsTraining_shoot_gun_u_nm_np1_ri_med_3,224.0952695683878
boom_snap_clap_(challenge)_HARDCORE_VERSION!_clap_u_nm_np1_fr_bad_0,766.7570256330978
chewing_gum_1_chew_h_nm_np1_fr_goo_1,368.29053620338743
SMILES_FROM_OFF_THE_ROAD_3_-TRAVELS_WITH_A_HAT_smile_h_nm_np1_fr_med_5,171.67005509311906
Fun_Chewing_Gum!_chew_h_nm_np2_fr_med_3,476.33638409461446
ReggieMillerTakesonThreeAverageGuysinaShootout_shoot_ball_u_nm_np1_ba_med_2,193.391543048642
Iaido_13_katas_sword_exercise_f_nm_np1_fr_bad_3,185.6092432444404
SAFE_NO-WALL_HANDSTAND_ESCAPE_PLAN_handstand_f_nm_np1_ri_med_1,195.64586986631429
Intermidate_to_advanced_abs_situp_f_nm_np1_fr_med_2,222.35097890821098
Best_Of_Skype_Laughter_Chain_laugh_h_nm_np1_fr_med_27,290.8855738336015
Fun_Chewing_Gum!_chew_h_nm_np1_fr_med_2,572.3219100161729
Raito_Kata_from_Shindo_Munen_Ryu_Instructional_Video_draw_sword_f_nm_np1_fr_med_1,238.00587908043002
So_turnt_man_richtig!!!_handstand_f_nm_np1_fr_med_3,112.30607835849511
Chris_Comfort_s_Push_Up_Workout_Part_I_pushup_f_nm_np1_ri_goo_2,173.67501818656035
ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_8,236.84656485690982
Re-_Show_your_Smile!_10_smile_h_nm_np1_fr_goo_0,162.65467602048864
Best_Of_Skype_Laughter_Chain_laugh_h_nm_np4_fr_bad_28,500.806680579072
brush_my_hair_without_wearing_the_glasses_brush_hair_u_nm_np1_fr_goo_1,229.29208954235668
Shootingarecurve_shoot_bow_u_nm_np1_fr_med_2,292.03259136604754
Personal_Training_Workout_Tips_situp_f_nm_np1_le_goo_1,227.65379788447464
ChelseaLately-Chelsea_ride_horse_u_nm_np1_ba_med_1,148.35252039510502
Brushing_my_Long_Hair__February_2009_brush_hair_u_nm_np1_fr_goo_0,308.76135320889256
PlayingBasketball_shoot_ball_f_nm_np1_ba_med_7,274.18117717521346
AgriculturalAviation_walk_f_nm_np1_le_med_0,403.3675076599174
6arrowswithin30seconds_shoot_bow_f_nm_np1_fr_med_3,251.4588386527089
100_pullups_pullup_f_nm_np1_fr_med_2,297.6386749889755
SMILES_FROM_OFF_THE_ROAD_3_-TRAVELS_WITH_A_HAT_smile_h_nm_np1_fr_med_4,301.81163312812004
Takeda_Ryu_Iaido_draw_sword_f_nm_np1_fr_med_6,317.9308405158902
Kamikaze_Martini_Coctail_pour_u_nm_np1_fr_med_0,343.24304200149794
Get_six_pack_abs_in_6_minutes_on_your_couch__This_Works!_situp_f_nm_np1_ba_med_2,362.5783347458122
girl_smoking_a_cigarette_smoke_h_nm_np1_fr_med_1,222.9421765289318
Na_Yeon_Choi_practice_1_golf_f_nm_np1_ri_goo_0,450.4050929103611
10YearOldYouthBasketballStarBaller_shoot_ball_f_nm_np1_ba_med_12,109.35915203191189
DBK_Custom_Swords_-__Swordless__ScabbardBelt_draw_sword_u_nm_np1_fr_med_2,218.49603905268293
AdamandAlvonplayingbasketball1_shoot_ball_f_nm_np1_ba_med_11,165.6538686740529
KnifeThrowing_throw_f_nm_np1_le_med_3,182.0433848634691
TiffanywithSpringfieldArmoryXD9_shoot_gun_u_nm_np1_ri_med_1,334.96663385818886
CSU_Cesar_Chavez_Day_Celebration_and_Award_Ceremony_2009_Part_7_shake_hands_f_nm_np2_le_med_2,826.4657389912724
SchoolRulesHowTheyHelpUs_stand_u_nm_np1_fr_med_1,133.1482433704025
Random_Pull_Up_Exercises_pullup_f_nm_np1_ba_med_0,511.8329172335191
100_push_ups_by_a_GIRL!!!_pushup_f_nm_np1_fr_goo_2,256.7618816392054
SMILES_FROM_OFF_THE_ROAD_2_-TREASURING_THE_GIRLCHILD_smile_h_nm_np1_fr_goo_2,377.8398827420099
Anna_Rawson_Driver_Practice_golf_f_nm_np1_ri_bad_0,218.96934433378897
Clay_sBasketballSkillz_shoot_ball_u_nm_np1_ba_med_12,333.90039508284076
Waschbrettbauch_I-__bung_von_fitness_com_situp_f_nm_np1_ba_goo_0,208.09418654777227
Iaido_13_katas_sword_exercise_f_nm_np1_ba_bad_11,151.77995599568396
ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_23,210.19430467979925
Drawing_and_Resheathing_the_Japanese_Sword_draw_sword_u_nm_np1_le_med_0,534.3408045815031
Drawing_and_Resheathing_the_Japanese_Sword_draw_sword_u_nm_np1_le_med_1,567.8572779356082
103_years_old_japanese_woman__Nao_is_clapping_with_piano_music_by_beethoven_clap_u_nm_np1_fr_med_0,318.57983234273365
PlayingBasketballGotWater_dribble_f_nm_np1_ba_med_7,187.69377631758664
_Boom_Snap_Clap__challenge_clap_u_nm_np1_fr_med_1,166.86048332547438
SchoolRulesHowTheyHelpUs_turn_u_nm_np1_ri_med_4,326.96152085045765
Compilationknifethrowing_throw_u_nm_np1_ba_med_19,244.34608938409917
Fastestguninthewest_shoot_gun_f_nm_np1_ri_med_0,280.8743399069406
Yoga_teachers_practice_handstand_and_backbend_variations_handstand_f_nm_np1_fr_med_3,118.72774439448499
Drawing_and_Resheathing_the_Japanese_Sword_draw_sword_u_nm_np1_le_med_2,548.9882793514114
brushing_hair_brush_hair_f_nm_np2_ba_goo_2,119.13340923203323
Spirit_Pouring_pour_u_nm_np1_fr_goo_2,327.44073848746785
GardenWiseB256kb_pick_f_nm_np1_le_med_0,247.98249565645963
YouTube_smiles!_smile_h_nm_np1_fr_med_17,705.7273823084328
Sit_ups_and_crunch_situp_f_nm_np1_le_goo_1,168.30876298757084
Hittingadouble(BXbaseball)_swing_baseball_f_nm_np1_ba_bad_2,589.0266230933246
Sexy_girl_on_the_bed_teasing_chew_u_nm_np1_fr_med_1,533.4659975215071
Fun_Chewing_Gum!_chew_h_nm_np1_fr_med_0,585.913564629104
